id,level,component_type,csiCode,description,tree_path
ffa15655-7980-411a-a8b6-a12dc2f7f1c4,2,"        Surge Protection Devices",26 43 13,SPD Systems,Electrical > Power Quality Equipment > Surge Protection Devices
572e6940-1bec-47a8-94b9-4732ec846a2b,3,"            Distribution SPDs",26 43 13.16,Distribution Level Protection,Electrical > Power Quality Equipment > Surge Protection Devices > Distribution SPDs
6c5402aa-748a-4029-b7f8-b24546071a76,3,"            Facility SPDs",26 43 13.13,Building-Wide Surge Protection,Electrical > Power Quality Equipment > Surge Protection Devices > Facility SPDs
beb3bbfe-1bb3-4dfa-963c-a563e35e8f7f,1,"    Variable-Frequency Motor Controllers",26 29 23,"Furnish variable-frequency motor controllers, designed for precise motor speed control in HVAC and pump systems. Controllers must support soft starting and offer energy-saving features. Units must be capable of easy integration into the building’s electrical system and comply with all relevant electrical standards. Ensure proper factory testing for reliability and performance.",Electrical > Variable-Frequency Motor Controllers
55f62603-9466-4f75-94e9-b606cbbf3f86,0,Fire Protection,21 00 00,Fire Suppression Systems,Fire Protection
b9d297c0-e088-4fa2-855d-029491de5baf,1,"    Fire-Extinguishing Systems",21 20 00,Special Fire Suppression,Fire Protection > Fire-Extinguishing Systems
4a6b5eed-f430-4e73-ae18-0e95cfd54e42,2,"        Carbon-Dioxide Fire-Extinguishing Systems",21 21 00,CO2 Systems,Fire Protection > Fire-Extinguishing Systems > Carbon-Dioxide Fire-Extinguishing Systems
9c0c873c-17fb-4204-8245-14795bf1d475,2,"        Clean-Agent Fire-Extinguishing Systems",21 22 00,Clean Agent Systems,Fire Protection > Fire-Extinguishing Systems > Clean-Agent Fire-Extinguishing Systems
dfb7b685-f860-4e4b-adf0-fbc8f72c56df,2,"        Foam Fire-Extinguishing Systems",21 24 00,Foam Systems,Fire Protection > Fire-Extinguishing Systems > Foam Fire-Extinguishing Systems
59e107d1-cc3b-4f9e-b39f-54e2b11e9ea5,2,"        Water Mist Fire-Protection Systems",21 23 00,Water Mist Systems,Fire Protection > Fire-Extinguishing Systems > Water Mist Fire-Protection Systems
ed1ace35-a523-47c3-9ee8-5d264de8d6a0,1,"    Fire Pumps",21 30 00,Fire Protection Pumps,Fire Protection > Fire Pumps
e4addf2e-aba6-4602-8985-891211fd8840,2,"        Centrifugal Fire Pumps",21 31 00,Fire Water Pumps,Fire Protection > Fire Pumps > Centrifugal Fire Pumps
e2ef2dab-a80c-4fb2-8cbf-da24fce80345,3,"            Diesel-Drive Centrifugal Fire Pumps",21 31 16,Diesel Fire Pumps,Fire Protection > Fire Pumps > Centrifugal Fire Pumps > Diesel-Drive Centrifugal Fire Pumps
94739bdd-a0c5-4b61-8221-9d2b29733e31,3,"            Electric-Drive Centrifugal Fire Pumps",21 31 13,Electric Fire Pumps,Fire Protection > Fire Pumps > Centrifugal Fire Pumps > Electric-Drive Centrifugal Fire Pumps
efc2fea9-be5e-4cb9-bc18-60308f4a4475,1,"    Water-Based Fire-Suppression Systems",21 10 00,Fire Suppression Water Systems,Fire Protection > Water-Based Fire-Suppression Systems
bf56acbd-de53-44e7-b030-8b86a0d57a15,2,"        Fire-Suppression Sprinkler Systems",21 13 00,Sprinkler Systems,Fire Protection > Water-Based Fire-Suppression Systems > Fire-Suppression Sprinkler Systems
9ce959a6-e696-4714-955e-db4381b38204,3,"            Deluge Fire-Suppression Sprinkler Systems",21 13 23,Deluge Systems,Fire Protection > Water-Based Fire-Suppression Systems > Fire-Suppression Sprinkler Systems > Deluge Fire-Suppression Sprinkler Systems
6820c00b-6d98-4798-9051-b0d577111299,3,"            Dry-Pipe Sprinkler Systems",21 13 16,Dry Sprinkler Systems,Fire Protection > Water-Based Fire-Suppression Systems > Fire-Suppression Sprinkler Systems > Dry-Pipe Sprinkler Systems
64b6b76d-f216-43fc-ad7d-949844220fd0,3,"            Preaction Sprinkler Systems",21 13 19,Preaction Systems,Fire Protection > Water-Based Fire-Suppression Systems > Fire-Suppression Sprinkler Systems > Preaction Sprinkler Systems
7163569e-e146-446c-8a18-324068800f7c,3,"            Wet-Pipe Sprinkler Systems",21 13 13,Wet Sprinkler Systems,Fire Protection > Water-Based Fire-Suppression Systems > Fire-Suppression Sprinkler Systems > Wet-Pipe Sprinkler Systems
e4a1b368-9968-49fe-ae3f-be45511209e9,0,HVAC Systems,23 00 00,Complete HVAC Systems and Equipment,HVAC Systems
55d6a4cb-4cb4-4aaa-8808-6d94742ccaed,1,"    Air Distribution",23 30 00,HVAC Air Distribution Systems,HVAC Systems > Air Distribution
0278444d-fcc7-4cfb-ab97-1e3313021db8,2,"        Air Duct Accessories",23 33 00,Duct System Components,HVAC Systems > Air Distribution > Air Duct Accessories
04a21ae1-8d43-46c4-b6aa-8ecf3eb084e4,3,"            Backdraft Dampers",23 33 13.23,"Backdraft dampers are one-way airflow valves that automatically prevent reverse airflow in ventilation systems, allowing air to move in a single intended direction while blocking unwanted air or gas backflow. They are typically used in applications like exhaust systems, HVAC ducts, and industrial ventilation to maintain proper air pressure and prevent contamination or pressure equalization.",HVAC Systems > Air Distribution > Air Duct Accessories > Backdraft Dampers
67515ee4-d441-4497-a6d2-dea4c565341c,3,"            Dampers",23 33 13,"Dampers are mechanical devices that regulate airflow, gases, or other fluid movement through ducts and passages by adjusting their position between open and closed states. They are essential components in HVAC systems, industrial ventilation, and process control applications for managing air distribution, temperature control, and pressure regulation.",HVAC Systems > Air Distribution > Air Duct Accessories > Dampers
05c0c37d-4e95-43c7-a987-62d3f66e74ce,3,"            Duct Liners",23 33 53,"Duct liners are internal insulation materials installed within HVAC ductwork to improve thermal efficiency, reduce noise transmission, and prevent condensation. These sound-absorbing and thermally insulating layers are typically made of fiberglass or similar materials, helping to enhance the overall performance and energy efficiency of ventilation systems.",HVAC Systems > Air Distribution > Air Duct Accessories > Duct Liners
227e57eb-fc62-4477-9795-2ee9a7201f24,3,"            Duct Mounted Access Doors",23 33 33,Duct Access Doors,HVAC Systems > Air Distribution > Air Duct Accessories > Duct Mounted Access Doors
963f26a4-82e4-4059-ad51-ff2052a7e948,3,"            Ductwork Specialties ",23 33 14,Ductwork Specialties,"HVAC Systems > Air Distribution > Air Duct Accessories > Ductwork Specialties "
13fd324c-0674-48b3-ba44-b0e039557ef0,3,"            Fire Dampers",23 33 13.16,"Fire dampers are safety devices installed in HVAC ductwork that automatically close to prevent the spread of fire and smoke between different compartments or floors of a building. They are typically triggered by a fusible link or thermal sensor that melts at a specific temperature, causing the damper to shut and help contain fire progression through ventilation systems.",HVAC Systems > Air Distribution > Air Duct Accessories > Fire Dampers
54cbc6f7-f2f8-4207-bbe7-5ab9f35f5a9d,3,"            Flexible Duct Connectors",23 33 36,Flexible Connections,HVAC Systems > Air Distribution > Air Duct Accessories > Flexible Duct Connectors
0da7e5f9-2ceb-41a4-a6c0-0bad2c70ed62,3,"            Flexible Ducts",23 33 46,"Flexible ducts are adjustable, bendable ventilation conduits typically made of wire-reinforced plastic or fabric that connect rigid ductwork sections, allowing for easier installation and adapting to complex HVAC system layouts. These lightweight, insulated ducts provide flexibility in routing airflow around obstacles while maintaining proper air distribution and thermal performance.",HVAC Systems > Air Distribution > Air Duct Accessories > Flexible Ducts
cb83e83d-295a-488f-a014-ccb999bdac8f,3,"            Smoke-Control Dampers",23 33 13.19,"Smoke-control dampers are specialized HVAC components designed to manage and restrict smoke movement during a fire emergency by automatically closing or opening to create safe evacuation routes and prevent smoke from spreading through ventilation systems. These critical safety devices help contain fire and smoke, protecting building occupants by maintaining clear escape paths and supporting fire compartmentation strategies.",HVAC Systems > Air Distribution > Air Duct Accessories > Smoke-Control Dampers
b3c78e70-739e-4980-8c75-00da53747698,3,"            Turning Vanes",23 33 23,"Turning vanes are aerodynamic devices installed in HVAC ductwork at directional changes to minimize air turbulence, pressure loss, and noise when airflow changes direction. These curved or angled internal components guide air smoothly around corners, improving ventilation system efficiency and reducing energy consumption by reducing airflow resistance.",HVAC Systems > Air Distribution > Air Duct Accessories > Turning Vanes
14fb9813-ff99-4e38-a06d-b1ba84ee48da,3,"            Volume Control Dampers",23 33 13.13,"Volume-control dampers are adjustable mechanical devices installed in HVAC ductwork that regulate and modulate airflow volume in specific zones or sections of a ventilation system. These components allow precise control of air distribution by opening, closing, or partially restricting the duct passage to manage temperature, pressure, and air circulation.",HVAC Systems > Air Distribution > Air Duct Accessories > Volume Control Dampers
42900260-9152-49ee-a2b5-4a4802e0bda7,2,"        Air Outlets and Inlets",23 37 00,Air Distribution Devices,HVAC Systems > Air Distribution > Air Outlets and Inlets
8102129d-90c1-4eba-9f1e-4ade21100199,3,"            Diffusers, Registers, and Grilles",23 37 13,Air Distribution Outlets,"HVAC Systems > Air Distribution > Air Outlets and Inlets > Diffusers, Registers, and Grilles"
96e3c67f-58e4-4b2e-acd4-884ab173b553,4,"                Ceiling Diffusers",23 37 13.13,Ceiling-Mounted Air Diffusers,"HVAC Systems > Air Distribution > Air Outlets and Inlets > Diffusers, Registers, and Grilles > Ceiling Diffusers"
f6864bed-5b2e-4ddc-8fd9-e543a8ab2b2f,4,"                Floor Registers and Grilles",23 37 13.19,Floor-Mounted Air Devices,"HVAC Systems > Air Distribution > Air Outlets and Inlets > Diffusers, Registers, and Grilles > Floor Registers and Grilles"
196e4ade-4a74-4933-b50e-dce66ce5b51c,4,"                Wall Registers and Grilles",23 37 13.16,Wall-Mounted Air Devices,"HVAC Systems > Air Distribution > Air Outlets and Inlets > Diffusers, Registers, and Grilles > Wall Registers and Grilles"
7e0fb95a-c2a1-4fc2-9699-2324a633dcf3,3,"            Fabric Air Distribution Devices",23 37 16,"Fabric air distribution devices are specialized components used in HVAC systems to distribute air evenly through a permeable fabric membrane, typically designed for efficient and uniform air circulation in large spaces such as industrial facilities, warehouses, or commercial buildings.",HVAC Systems > Air Distribution > Air Outlets and Inlets > Fabric Air Distribution Devices
dcf41309-511d-414f-9477-338536b2b241,3,"            HVAC Gravity Ventilators",23 37 23,Gravity Ventilation Systems,HVAC Systems > Air Distribution > Air Outlets and Inlets > HVAC Gravity Ventilators
f84d88fe-33b6-4035-b0a2-4a5b5e4dbaf0,2,"        Air Terminal Units",23 36 00,Terminal Units,HVAC Systems > Air Distribution > Air Terminal Units
e6eb2be4-fedf-4758-b16b-13e9440774f4,3,"            Constant Air Volume Units",23 36 13,"A Constant Air Volume (CAV) unit maintains a fixed airflow rate while varying the supply air temperature to meet space heating and cooling loads, making it suitable for areas with consistent occupancy like laboratories and hospitals where precise environmental control is needed.",HVAC Systems > Air Distribution > Air Terminal Units > Constant Air Volume Units
51041420-f0c5-41e5-80f6-77dd2cc0f08e,3,"            Variable-Air-Volume Terminal Units",23 36 13,VAV Terminal Units,HVAC Systems > Air Distribution > Air Terminal Units > Variable-Air-Volume Terminal Units
bd536e05-b715-4c35-87c7-6a6852f2c39b,4,"                Dual-Duct VAV Terminal Units",23 36 13.16,Dual-Duct VAV Boxes,HVAC Systems > Air Distribution > Air Terminal Units > Variable-Air-Volume Terminal Units > Dual-Duct VAV Terminal Units
4ea3e926-33d6-4d4c-aabb-a078d041c0cb,4,"                Fan-Powered VAV Terminal Units",23 36 13.19,Fan-Powered VAV Boxes,HVAC Systems > Air Distribution > Air Terminal Units > Variable-Air-Volume Terminal Units > Fan-Powered VAV Terminal Units
f261e3df-df3f-44ac-a1a8-189e4f0a4c88,4,"                Single-Duct VAV Terminal Units",23 36 13.13,Single-Duct VAV Boxes,HVAC Systems > Air Distribution > Air Terminal Units > Variable-Air-Volume Terminal Units > Single-Duct VAV Terminal Units
bbfdc4dd-fce4-4ee6-9e28-4daf07c67efa,2,"        HVAC Ducts and Casings",23 31 00,Ductwork Systems,HVAC Systems > Air Distribution > HVAC Ducts and Casings
58c4feb1-0c4d-479d-8606-141cb4b78056,3,"            Metal Ducts",23 31 13,Metal Ductwork Systems,HVAC Systems > Air Distribution > HVAC Ducts and Casings > Metal Ducts
45e012ac-648e-49bd-b317-986a3aa8a913,4,"                Fabricated Double-Wall Metal Ducts",23 31 13.19,Double-Wall Metal Ductwork,HVAC Systems > Air Distribution > HVAC Ducts and Casings > Metal Ducts > Fabricated Double-Wall Metal Ducts
7aa1cba7-c5dc-4e7d-bdf3-aa4622db846c,4,"                High-Pressure Metal Ducts",23 31 13.16,High-Pressure Metal Ductwork,HVAC Systems > Air Distribution > HVAC Ducts and Casings > Metal Ducts > High-Pressure Metal Ducts
764d13e6-d000-4d78-aa64-2b15f5dd6058,4,"                Low-Pressure Metal Ducts",23 31 13.13,Low-Pressure Metal Ductwork,HVAC Systems > Air Distribution > HVAC Ducts and Casings > Metal Ducts > Low-Pressure Metal Ducts
705363ff-26fc-4460-b413-8e1e894bc068,2,"        HVAC Fans",23 34 00,Fan Systems,HVAC Systems > Air Distribution > HVAC Fans
522794c3-499d-4366-95f1-89215315c894,3,"            Air Curtains",23 34 33,Air Curtains,HVAC Systems > Air Distribution > HVAC Fans > Air Curtains
325195ec-2b34-47df-8649-72c4d599c693,3,"            Axial HVAC Fans",23 34 13,Axial HVAC Fans,HVAC Systems > Air Distribution > HVAC Fans > Axial HVAC Fans
5f8252fe-6cc4-47a4-be5d-e9608420df5b,3,"            Centrifugal HVAC Fans",23 34 16,Centrifugal HVAC Fans,HVAC Systems > Air Distribution > HVAC Fans > Centrifugal HVAC Fans
fac453a4-7ebf-4610-8ac4-78ba44872cc4,3,"            Duct Silencers",23 33 19,"Duct silencers are specialized acoustic devices installed in HVAC systems to reduce noise transmission and minimize sound propagation through ventilation ductwork. These components use sound-absorbing materials and internal baffles to attenuate airflow noise, improving acoustic comfort in buildings by reducing mechanical system sound levels.",HVAC Systems > Air Distribution > HVAC Fans > Duct Silencers
1c412dc5-6765-4654-a353-096dc543d8a7,3,"            High-Volume, Low-Speed Fans",23 34 10,HVLS Fan Systems,"HVAC Systems > Air Distribution > HVAC Fans > High-Volume, Low-Speed Fans"
70453ac9-069e-4574-9d1e-42bbfd7fb5a9,3,"            HVAC Power Ventilators",23 34 23,HVAC Power Ventilators,HVAC Systems > Air Distribution > HVAC Fans > HVAC Power Ventilators
9d6f151a-4dc1-481d-8e6d-e1ce7595e2b2,2,"        Ventilation Hoods",23 38 00,Ventilation Hood Systems,HVAC Systems > Air Distribution > Ventilation Hoods
39b070f7-bb45-4cab-ac88-76d5c24af421,3,"            Kitchen Hoods",23 38 13,Commercial Kitchen Ventilation,HVAC Systems > Air Distribution > Ventilation Hoods > Kitchen Hoods
4693303b-ef11-4cd2-b6cd-58099151c9ea,3,"            Laboratory Hoods",23 38 16,Laboratory Ventilation,HVAC Systems > Air Distribution > Ventilation Hoods > Laboratory Hoods
540e5cb0-3f55-4fd3-a46a-7793edda0f14,1,"    Central HVAC Equipment",23 70 00,Central HVAC Systems,HVAC Systems > Central HVAC Equipment
a0983310-d16e-4542-ab0a-009ff55c8c9c,2,"        Air-to-Air Energy Recovery Equipment",23 72 00,Energy Recovery Systems,HVAC Systems > Central HVAC Equipment > Air-to-Air Energy Recovery Equipment
15e66331-9e58-4cca-b698-d0bcde9d4e11,3,"            Fixed-Plate Air-to-Air Heat Exchangers",23 72 13,Plate Heat Exchangers,HVAC Systems > Central HVAC Equipment > Air-to-Air Energy Recovery Equipment > Fixed-Plate Air-to-Air Heat Exchangers
231cc532-55d5-46fc-9a29-069fc257ec69,3,"            Heat Pipes",23 72 19,Heat Pipe Systems,HVAC Systems > Central HVAC Equipment > Air-to-Air Energy Recovery Equipment > Heat Pipes
d22f0243-8260-46f6-ba63-93339fcdc563,3,"            Heat Wheels",23 72 16,Rotary Heat Exchangers,HVAC Systems > Central HVAC Equipment > Air-to-Air Energy Recovery Equipment > Heat Wheels
7b3fb11e-cacd-4d4b-a319-24e0583f407e,3,"            Run-Around Energy Recovery Systems",23 72 23,Run-Around Systems,HVAC Systems > Central HVAC Equipment > Air-to-Air Energy Recovery Equipment > Run-Around Energy Recovery Systems
4295a092-463f-41a9-a5c9-3da05f1d954a,2,"        DOAS Equipment",23 73 00,Dedicated Outdoor Air Systems,HVAC Systems > Central HVAC Equipment > DOAS Equipment
ddc581d3-3e59-400c-acca-3ad1592cfd83,3,"            DOAS with Energy Recovery",23 73 19,Energy Recovery DOAS,HVAC Systems > Central HVAC Equipment > DOAS Equipment > DOAS with Energy Recovery
5f9f83b8-efeb-414b-b6ba-8105f11f4db1,3,"            Heat Pump DOAS Units",23 73 26,Heat Pump Based DOAS,HVAC Systems > Central HVAC Equipment > DOAS Equipment > Heat Pump DOAS Units
46d5f3ef-ad9d-4600-b6f2-3ce509a80f6e,3,"            High-Performance DOAS Units",23 73 16,Advanced DOAS Systems,HVAC Systems > Central HVAC Equipment > DOAS Equipment > High-Performance DOAS Units
78a56a11-0c98-48e9-b401-a2031d32bf8a,3,"            Standard DOAS Units",23 73 13,Basic DOAS Systems,HVAC Systems > Central HVAC Equipment > DOAS Equipment > Standard DOAS Units
b01f8f17-7de3-4098-a352-1f730e1f3e03,3,"            VAV DOAS Units",23 73 23,Variable Air Volume DOAS,HVAC Systems > Central HVAC Equipment > DOAS Equipment > VAV DOAS Units
0105a4ef-cf83-4dcc-acd9-9e1fabea5a1a,2,"        Energy Recovery Units",23 72 00,AIR-TO-AIR ENERGY RECOVERY VENTILATOR,HVAC Systems > Central HVAC Equipment > Energy Recovery Units
8036bad0-8520-4587-91a6-086aec80b4a7,2,"        Heat Recovery Coils",23 72 15,Heat Recovery Coils,HVAC Systems > Central HVAC Equipment > Heat Recovery Coils
06b6e9a6-5cef-44b6-be0f-024eaeeb21d3,2,"        Thermal Storage",23 71 00,Equipment to store thermal energy for use in heating and/or cooling and with charging or discharging this energy at a controllable rate,HVAC Systems > Central HVAC Equipment > Thermal Storage
90ff0ce9-9739-41d9-b95a-79fe3ea97136,3,"            Pressurized-Water Thermal Storage Tanks",23 71 13.23,Pressurized-Water Thermal Storage Tanks,HVAC Systems > Central HVAC Equipment > Thermal Storage > Pressurized-Water Thermal Storage Tanks
76f1d585-94ec-4a0e-91db-f33fe1866f8b,1,"    Chemical Water Treatment",23 25 13,Chemical Water Treatment,HVAC Systems > Chemical Water Treatment
1c59dd9d-167d-488a-98bf-c2302adb8a1f,1,"    Common Work Results for HVAC",23 05 00,Common HVAC Components and Requirements,HVAC Systems > Common Work Results for HVAC
8d9504dd-c98c-465d-aac2-fb1f7410cf84,2,"        Common Motor Requirements for HVAC",23 05 13,Standard Motor Requirements,HVAC Systems > Common Work Results for HVAC > Common Motor Requirements for HVAC
ca304178-62d2-4b6a-97c2-e04d2c6c97c3,3,"            Electronically Commutated Motors",23 05 13.16,EC Motors for HVAC Equipment,HVAC Systems > Common Work Results for HVAC > Common Motor Requirements for HVAC > Electronically Commutated Motors
e5421abe-d7f8-4fac-b455-50d2082d9296,3,"            Premium Efficiency Motors",23 05 13.13,High Efficiency HVAC Motors,HVAC Systems > Common Work Results for HVAC > Common Motor Requirements for HVAC > Premium Efficiency Motors
ddf4a924-9c1c-46f2-aef7-172d3dfebef9,1,"    Cooling Towers",23 65 00,Cooling Towers,HVAC Systems > Cooling Towers
048f79c7-8a2d-45d8-b693-f27ce9aed82f,2,"        Field-Erected Cooling Towers",23 65 23,Field-Erected Cooling Towers,HVAC Systems > Cooling Towers > Field-Erected Cooling Towers
9ee41e42-2d7c-4e12-8180-d031625fa70a,2,"        Forced-Draft Cooling Towers",23 65 13,Forced-Draft Cooling Towers,HVAC Systems > Cooling Towers > Forced-Draft Cooling Towers
3f4f28d0-b89e-44d4-a324-5bf4418f7bff,3,"            Closed-Circuit, Forced-Draft Cooling Towers",23 65 13.16,"Closed-Circuit, Forced-Draft Cooling Towers","HVAC Systems > Cooling Towers > Forced-Draft Cooling Towers > Closed-Circuit, Forced-Draft Cooling Towers"
06281014-7893-4a11-93f5-a1274a46d7dc,3,"            Open-Circuit, Forced-Draft Cooling Towers",23 65 13.13,"Open-Circuit, Forced-Draft Cooling Towers","HVAC Systems > Cooling Towers > Forced-Draft Cooling Towers > Open-Circuit, Forced-Draft Cooling Towers"
ad0cfb9a-6fe3-4549-a41d-f1bb24b6ca03,2,"        Induced-Draft Cooling Towers",23 65 14,Induced-Draft Cooling Towers,HVAC Systems > Cooling Towers > Induced-Draft Cooling Towers
ec16caf1-d7ac-4cd3-b68d-f64da61c471a,3,"            Closed-Circuit, Induced-Draft Combined-Flow Cooling Towers",23 65 14.17,"Closed-Circuit, Induced-Draft Combined-Flow Cooling Towers","HVAC Systems > Cooling Towers > Induced-Draft Cooling Towers > Closed-Circuit, Induced-Draft Combined-Flow Cooling Towers"
a433ebd6-5dd7-4c2d-b903-83263aa4ba4c,3,"            Closed-Circuit, Induced-Draft Counterflow Cooling Towers",23 65 14.16,"Closed-Circuit, Induced-Draft Counterflow Cooling Towers","HVAC Systems > Cooling Towers > Induced-Draft Cooling Towers > Closed-Circuit, Induced-Draft Counterflow Cooling Towers"
ece9439f-7156-4927-a396-7a87a8ff8d64,3,"            Open-Circuit, Induced-Draft Counterflow Cooling Towers",23 65 14.13,"Open-Circuit, Induced-Draft Counterflow Cooling Towers","HVAC Systems > Cooling Towers > Induced-Draft Cooling Towers > Open-Circuit, Induced-Draft Counterflow Cooling Towers"
b135c834-fa4c-4ace-a1ed-9a47afab8906,3,"            Open-Circuit, Induced-Draft Crossflow Cooling Towers",23 65 14.14,"Open-Circuit, Induced-Draft Crossflow Cooling Towers","HVAC Systems > Cooling Towers > Induced-Draft Cooling Towers > Open-Circuit, Induced-Draft Crossflow Cooling Towers"
780321a5-6318-4c02-9503-e27f1ecf33df,2,"        Liquid Coolers",23 65 33,Liquid Coolers,HVAC Systems > Cooling Towers > Liquid Coolers
fade5d3d-bd7c-4c73-a4b5-05f562184563,2,"        Natural-Draft Cooling Towers",23 65 16,Natural-Draft Cooling Towers,HVAC Systems > Cooling Towers > Natural-Draft Cooling Towers
56ac6825-1e54-46c7-a84e-33b8ebd57530,1,"    Custom-Packaged Outdoor HVAC Equipment",23 75 00,Custom-Packaged Outdoor HVAC Equipment,HVAC Systems > Custom-Packaged Outdoor HVAC Equipment
62be95ab-b661-4cfb-bc6a-ed10d82fb0ac,2,"        Custom Heating and Cooling Makeup Air-Conditioners",23 75 33,Custom Heating and Cooling Makeup Air-Conditioners,HVAC Systems > Custom-Packaged Outdoor HVAC Equipment > Custom Heating and Cooling Makeup Air-Conditioners
beda9d78-f665-4332-80fa-4c9ebb63fa85,2,"        Custom Heating and Ventilating Makeup-Air Units",23 75 23,Custom Heating and Ventilating Makeup-Air Units,HVAC Systems > Custom-Packaged Outdoor HVAC Equipment > Custom Heating and Ventilating Makeup-Air Units
862143ce-9ac0-420c-b6a0-50e81a72b2bf,2,"        Custom Packaged Rooftop AC Unit",23 75 16,Custom Packaged Rooftop AC Unit,HVAC Systems > Custom-Packaged Outdoor HVAC Equipment > Custom Packaged Rooftop AC Unit
3ac57377-278d-402b-9eb3-c9df5b1ff0dd,2,"        Direct Evaporative Air Coolers",23 76 13,"Direct evaporative air coolers are cooling systems that lower air temperature by passing air through water-saturated media, utilizing the natural cooling effect of water evaporation to reduce ambient temperature in dry climates with low humidity.",HVAC Systems > Custom-Packaged Outdoor HVAC Equipment > Direct Evaporative Air Coolers
2f87c203-f1b2-4b1b-bc2f-238880023e53,2,"        Indirect Evaporative Air Coolers",23 76 16,"Indirect evaporative air coolers are advanced cooling systems that cool air by passing it through a heat exchanger cooled by water evaporation, providing temperature reduction without adding moisture to the primary air stream, ideal for applications requiring dry, cooled air.",HVAC Systems > Custom-Packaged Outdoor HVAC Equipment > Indirect Evaporative Air Coolers
c6406ab5-d0f6-46f9-b4c0-f0d5d7c56379,1,"    Decentralized HVAC Equipment",23 81 00,Decentralized HVAC Systems,HVAC Systems > Decentralized HVAC Equipment
ff75bdcf-ae42-4432-ba86-1d169eab66a8,2,"        Advanced Heat Pump Systems",23 81 40,Modern Heat Pump Technologies,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems
dbe0d90e-013e-49b3-b002-e1700b06393c,3,"            Air-Source Heat Pumps",23 81 43,Air-Source Heat Pump Systems,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems > Air-Source Heat Pumps
acb3da52-f060-4443-827f-f9c99d070f0c,4,"                Cold Climate Heat Pumps",23 81 43.16,Low Temperature Heat Pumps,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems > Air-Source Heat Pumps > Cold Climate Heat Pumps
eb278652-7a00-43e1-8a6e-42bd18c0fbef,4,"                Standard Air-Source Heat Pumps",23 81 43.13,Conventional Air-Source Heat Pumps,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems > Air-Source Heat Pumps > Standard Air-Source Heat Pumps
b67b7e87-ade7-41e3-8e63-f4b3b92a52ee,3,"            Ground-Source Heat Pumps",23 81 49,Geothermal Heat Pump Systems,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems > Ground-Source Heat Pumps
4bfc9836-4c85-4e50-9e0d-7cbfbba828df,4,"                Closed Loop Ground-Source Heat Pumps",23 81 49.13,Closed Loop Geothermal Systems,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems > Ground-Source Heat Pumps > Closed Loop Ground-Source Heat Pumps
3b2304de-c3d3-4eb7-ada4-3e8d8d96bf0d,4,"                Open Loop Ground-Source Heat Pumps",23 81 49.16,Open Loop Geothermal Systems,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems > Ground-Source Heat Pumps > Open Loop Ground-Source Heat Pumps
21c6116c-ff61-4fc8-9328-cc3623aa7543,3,"            Water-Source Heat Pumps",23 81 46,Water-Source Heat Pump Systems,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems > Water-Source Heat Pumps
d47ff4a3-2ee3-4e68-9266-03b28b79b65a,4,"                Console Water-Source Heat Pumps",23 81 46.13,Console WSHP Units,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems > Water-Source Heat Pumps > Console Water-Source Heat Pumps
a169ef13-9d30-48c2-aef8-8feff73867fe,4,"                Vertical Stack Water-Source Heat Pumps",23 81 46.16,Vertical WSHP Units,HVAC Systems > Decentralized HVAC Equipment > Advanced Heat Pump Systems > Water-Source Heat Pumps > Vertical Stack Water-Source Heat Pumps
fb0a32f9-904d-4c03-87f7-a582dfe6ef50,2,"        Heat Recovery Systems",23 81 50,Heat Recovery Technologies,HVAC Systems > Decentralized HVAC Equipment > Heat Recovery Systems
6404a0e4-7c4b-4119-b095-b853dfe9e8f4,3,"            Air-Side Heat Recovery",23 81 56,Air-Side Recovery Systems,HVAC Systems > Decentralized HVAC Equipment > Heat Recovery Systems > Air-Side Heat Recovery
37e3da4b-33c6-4b8f-8415-521cb0ec6df1,3,"            Water-Side Heat Recovery",23 81 53,Water-Side Recovery Systems,HVAC Systems > Decentralized HVAC Equipment > Heat Recovery Systems > Water-Side Heat Recovery
6638c5f3-c3e6-419e-8fe1-45358ed9bb28,2,"        Smart Building Integration Systems",23 81 30,Building Systems Integration,HVAC Systems > Decentralized HVAC Equipment > Smart Building Integration Systems
5eecb085-feb2-4233-8a45-581cfda821a6,3,"            Energy Management Platforms",23 81 30.23,Energy Management Systems,HVAC Systems > Decentralized HVAC Equipment > Smart Building Integration Systems > Energy Management Platforms
5d3b5413-6dee-43f7-8cd2-7f97e7e1d372,3,"            IoT HVAC Controllers",23 81 30.13,Internet-Connected HVAC Controls,HVAC Systems > Decentralized HVAC Equipment > Smart Building Integration Systems > IoT HVAC Controllers
5ade9a18-4ed0-4431-adfc-aeb45f4c9afd,3,"            Occupancy-Based Controls",23 81 30.19,Occupancy Control Systems,HVAC Systems > Decentralized HVAC Equipment > Smart Building Integration Systems > Occupancy-Based Controls
